<NUMBER OF NODES> 	10538
<NUMBER OF LINKS> 	28178
<END OF METADATA>		


~ 	Tail 	Head 	: 	Volume 	Cost 	; 
	4535 	4534 	: 	0 	38.0762 	; 
	4535 	6956 	: 	1493.27 	22.5154 	; 
	4535 	8202 	: 	22 	22.8793 	; 
	4535 	9135 	: 	500.933 	50.7653 	; 
	4536 	6956 	: 	1398.02 	28.5682 	; 
	4536 	8201 	: 	1638.76 	3.59805 	; 
	4536 	8202 	: 	0 	inf 	; 
	4537 	2989 	: 	174.798 	2.33766 	; 
	4537 	6275 	: 	278.4 	15.5421 	; 
	4538 	6012 	: 	480.133 	33.5137 	; 
	4539 	1878 	: 	0 	22.7216 	; 
	4540 	6259 	: 	0 	63.2278 	; 
	4541 	2356 	: 	2053.93 	4.86936 	; 
	4541 	4901 	: 	256.2 	10.2395 	; 
	4541 	4919 	: 	0 	inf 	; 
	4542 	3605 	: 	2045.17 	1.42187 	; 
	4542 	7098 	: 	1146.87 	15.2061 	; 
	4542 	8090 	: 	0 	75.884 	; 
	4542 	9231 	: 	564.833 	4.41121 	; 
	4543 	4632 	: 	0 	inf 	; 
	4543 	4635 	: 	1975.03 	0.998385 	; 
	4543 	4642 	: 	89.2 	0.670127 	; 
	4544 	2661 	: 	1586.2 	3.21418 	; 
	4544 	8724 	: 	2935.47 	71.1648 	; 
	4544 	8725 	: 	483.667 	45.3 	; 
	4544 	9133 	: 	3427 	2.61647 	; 
	4545 	3624 	: 	89.2 	6.05647 	; 
	4545 	5276 	: 	0 	inf 	; 
	4545 	5277 	: 	2877.91 	33.7528 	; 
	4545 	6162 	: 	549.091 	26.4363 	; 
	4546 	1994 	: 	209.733 	7.50054 	; 
	4546 	3392 	: 	0 	inf 	; 
	4546 	8446 	: 	62 	15.9927 	; 
	4547 	4548 	: 	266.4 	28.7864 	; 
	4547 	7651 	: 	203.733 	11.7972 	; 
	4548 	4547 	: 	14.9333 	28.6195 	; 
	4548 	6490 	: 	67.4 	14.3833 	; 
	4548 	8564 	: 	266.4 	26.7308 	; 
	4549 	1978 	: 	299.667 	19.8851 	; 
	4549 	2985 	: 	0 	inf 	; 
	4550 	2506 	: 	618.267 	3.48783 	; 
	4550 	3224 	: 	2580.56 	3.38596 	; 
	4550 	7536 	: 	0 	15.464 	; 
	4551 	2511 	: 	2731.93 	1.46439 	; 
	4551 	2842 	: 	100.267 	14.9621 	; 
	4551 	4552 	: 	765.539 	6.66838 	; 
	4552 	2505 	: 	0 	inf 	; 
	4552 	2507 	: 	765.539 	5.40959 	; 
	4552 	4551 	: 	2731.93 	6.68588 	; 
	4553 	2823 	: 	2619.43 	0.683963 	; 
	4553 	3547 	: 	232.8 	0.128406 	; 
	4553 	4554 	: 	0 	inf 	; 
	4554 	3420 	: 	787.895 	0.815121 	; 
	4554 	4553 	: 	1235.29 	10.1899 	; 
	4554 	4555 	: 	258.2 	5.35523 	; 
	4555 	3414 	: 	258.2 	10.2289 	; 
	4555 	4554 	: 	997.095 	5.35548 	; 
	4556 	3779 	: 	0 	15.0015 	; 
	4556 	8756 	: 	1516.33 	4.76478 	; 
	4556 	8793 	: 	0 	inf 	; 
	4557 	2849 	: 	2107.44 	8.96713 	; 
	4557 	3290 	: 	0 	inf 	; 
	4557 	5952 	: 	0 	inf 	; 
	4557 	8755 	: 	227.3 	6.10888 	; 
	4558 	3033 	: 	1585.67 	5.22968 	; 
	4558 	7551 	: 	330.2 	5.82809 	; 
	4558 	8699 	: 	0 	28.002 	; 
	4559 	4560 	: 	0 	28.8714 	; 
	4559 	7530 	: 	0 	8.48549 	; 
	4559 	8699 	: 	0 	7.87072 	; 
	4560 	4559 	: 	0 	28.8714 	; 
	4560 	4561 	: 	1342.41 	3.46183 	; 
	4560 	5055 	: 	166.2 	13.0437 	; 
	4561 	4560 	: 	166.2 	3.46053 	; 
	4561 	6048 	: 	1326.41 	5.48647 	; 
	4561 	6805 	: 	52 	14.4204 	; 
	4561 	8699 	: 	0 	21.9612 	; 
	4562 	2637 	: 	0 	21.1236 	; 
	4562 	4066 	: 	0 	13.2786 	; 
	4562 	4111 	: 	0 	16.5714 	; 
	4562 	6457 	: 	0 	6.33742 	; 
	4563 	3650 	: 	625.6 	16.3434 	; 
	4563 	3965 	: 	0 	inf 	; 
	4563 	8794 	: 	578.133 	11.2377 	; 
	4563 	8795 	: 	880.533 	10.0459 	; 
	4564 	2834 	: 	1523.4 	2.99747 	; 
	4564 	4565 	: 	0 	inf 	; 
	4564 	7485 	: 	14.8 	2.83778 	; 
	4565 	4564 	: 	14.8 	0.564187 	; 
	4565 	7486 	: 	0 	inf 	; 
	4565 	9062 	: 	0 	inf 	; 
	4566 	2297 	: 	0 	6.16324 	; 
	4566 	3262 	: 	93 	6.63863 	; 
	4567 	587 	: 	-2.22045e-15 	31.6194 	; 
	4567 	588 	: 	34 	3.47548 	; 
	4568 	529 	: 	16 	4.67956 	; 
	4568 	3560 	: 	0 	inf 	; 
	4569 	2825 	: 	14 	6.43961 	; 
	4569 	2827 	: 	0 	inf 	; 
	4570 	2355 	: 	4485.71 	2.554 	; 
	4570 	5174 	: 	3139.98 	4.4245 	; 
	4570 	5692 	: 	224.2 	6.29387 	; 
	4571 	5174 	: 	0 	15.1115 	; 
	4571 	7414 	: 	106.335 	37.113 	; 
	4571 	7415 	: 	17.6 	7.91161 	; 
	4572 	4573 	: 	0 	inf 	; 
	4572 	5174 	: 	65.5 	6.8092 	; 
	4572 	9057 	: 	58.9333 	2.98413 	; 
	4573 	4572 	: 	65.5 	7.96119 	; 
	4573 	6590 	: 	232.933 	0.647847 	; 
	4573 	9058 	: 	475.481 	2.92076 	; 
	4574 	4575 	: 	309.877 	0.828583 	; 
	4574 	6590 	: 	463.481 	13.0556 	; 
	4574 	7126 	: 	203.2 	15.3558 	; 
	4575 	4574 	: 	666.681 	0.851957 	; 
	4575 	5958 	: 	105.6 	14.8441 	; 
	4575 	7379 	: 	0 	40.0047 	; 
	4575 	7426 	: 	351.1 	12.2756 	; 
	4576 	3306 	: 	185.733 	11.3867 	; 
	4576 	5855 	: 	123 	14.9215 	; 
	4577 	3517 	: 	2094.63 	4.91031 	; 
	4577 	4067 	: 	0 	12.0322 	; 
	4577 	4578 	: 	0 	inf 	; 
	4577 	6104 	: 	0 	12.0281 	; 
	4578 	4577 	: 	2094.63 	5.70718 	; 
	4578 	5951 	: 	0 	12.0824 	; 
	4578 	8705 	: 	0 	12.078 	; 
	4578 	8714 	: 	0 	inf 	; 
	4579 	1326 	: 	23.4 	4.37582 	; 
	4579 	3562 	: 	830.267 	0.674881 	; 
	4579 	8709 	: 	0 	inf 	; 
	4580 	3513 	: 	439.6 	1.58529 	; 
	4580 	3568 	: 	8.88178e-16 	3.30926 	; 
	4580 	4581 	: 	0 	inf 	; 
	4580 	9213 	: 	0 	inf 	; 
	4581 	536 	: 	612.133 	4.37825 	; 
	4581 	3495 	: 	3991.37 	8.93472 	; 
	4581 	4580 	: 	439.6 	11.3367 	; 
	4581 	4584 	: 	0 	inf 	; 
	4582 	2634 	: 	3 	12.1332 	; 
	4582 	3261 	: 	651.724 	5.60172 	; 
	4582 	3902 	: 	0 	inf 	; 
	4582 	8704 	: 	0 	12.1632 	; 
	4583 	2632 	: 	601.232 	9.08262 	; 
	4583 	3261 	: 	0 	inf 	; 
	4583 	8702 	: 	0 	inf 	; 
	4583 	8708 	: 	615.292 	5.69771 	; 
	4584 	3517 	: 	0 	inf 	; 
	4584 	4581 	: 	2466.43 	5.77129 	; 
	4584 	5950 	: 	0 	11.9733 	; 
	4584 	8713 	: 	0 	inf 	; 
	4585 	6045 	: 	626.023 	49.4348 	; 
	4585 	6990 	: 	2045.58 	48.5636 	; 
	4585 	7044 	: 	48.1175 	109.786 	; 
	4585 	8572 	: 	4185.44 	71.1058 	; 
	4586 	5919 	: 	1094.25 	17.9743 	; 
	4586 	6990 	: 	2199.53 	28.6992 	; 
	4586 	8540 	: 	1004 	75.8004 	; 
	4587 	5772 	: 	5045.61 	8.56453 	; 
	4587 	8676 	: 	4411.7 	12.1271 	; 
	4588 	531 	: 	0 	inf 	; 
	4588 	9212 	: 	0 	4.04616 	; 
	4589 	3416 	: 	2586.17 	8.12933 	; 
	4589 	8604 	: 	3180.58 	2.65477 	; 
	4590 	6717 	: 	124.957 	4.57487 	; 
	4590 	8762 	: 	16 	9.77799 	; 
	4591 	4592 	: 	0 	43.4898 	; 
	4591 	6272 	: 	0 	14.6266 	; 
	4591 	6717 	: 	16 	4.98909 	; 
	4591 	7826 	: 	355.957 	7.10951 	; 
	4592 	2857 	: 	75.8792 	15.1521 	; 
	4592 	4591 	: 	16 	43.4898 	; 
	4592 	7322 	: 	144.133 	15.927 	; 
	4592 	7380 	: 	0 	35.6987 	; 
	4593 	6463 	: 	66.8 	27.7944 	; 
	4594 	4403 	: 	0 	inf 	; 
	4594 	4596 	: 	620.316 	3.57075 	; 
	4595 	4404 	: 	910.867 	1.09156 	; 
	4595 	4597 	: 	0 	inf 	; 
	4596 	4594 	: 	0 	inf 	; 
	4596 	4598 	: 	620.316 	2.22185 	; 
	4597 	523 	: 	0 	inf 	; 
	4597 	4595 	: 	910.867 	3.49395 	; 
	4598 	523 	: 	991.267 	1.87897 	; 
	4598 	4596 	: 	0 	inf 	; 
	4598 	4599 	: 	620.316 	0.902617 	; 
	4599 	4598 	: 	991.267 	1.01089 	; 
	4599 	4600 	: 	620.316 	0.614672 	; 
	4599 	9421 	: 	0 	16.0527 	; 
	4600 	2660 	: 	960.616 	13.3145 	; 
	4600 	3628 	: 	0 	inf 	; 
	4600 	4599 	: 	991.267 	0.688404 	; 
	4601 	523 	: 	0 	inf 	; 
	4601 	9421 	: 	0 	inf 	; 
	4601 	9422 	: 	4986.23 	3.40092 	; 
	4602 	8285 	: 	0 	inf 	; 
	4602 	8287 	: 	0 	inf 	; 
	4602 	8289 	: 	259.2 	2.04746 	; 
	4602 	8293 	: 	354.098 	0.35335 	; 
	4603 	427 	: 	1660.77 	8.02446 	; 
	4603 	1849 	: 	0 	inf 	; 
	4603 	2753 	: 	433.678 	0.859369 	; 
	4603 	2754 	: 	0 	inf 	; 
	4604 	4606 	: 	0 	4.02713 	; 
	4604 	8952 	: 	0 	inf 	; 
	4605 	5057 	: 	2917.93 	7.67907 	; 
	4605 	8694 	: 	851.736 	18.8844 	; 
	4605 	8695 	: 	0 	inf 	; 
	4605 	8796 	: 	1932.74 	0.73355 	; 
	4606 	4604 	: 	0 	inf 	; 
	4606 	8953 	: 	0 	3.06995 	; 
	4607 	4695 	: 	2399.17 	33.2463 	; 
	4607 	7331 	: 	1233.75 	9.83274 	; 
	4607 	7520 	: 	699.294 	7.3385 	; 
	4608 	4609 	: 	2150.16 	63.0692 	; 
	4608 	4614 	: 	508.08 	13.3608 	; 
	4608 	6142 	: 	1033.95 	147.05 	; 
	4608 	6430 	: 	1021.85 	149.543 	; 
	4609 	3255 	: 	2573.83 	83.7418 	; 
	4609 	4608 	: 	844.914 	39.1978 	; 
	4609 	6173 	: 	2961.07 	116.799 	; 
	4609 	6296 	: 	3137.43 	142.932 	; 
	4610 	4611 	: 	0 	inf 	; 
	4610 	4619 	: 	621.2 	2.06635 	; 
	4610 	4620 	: 	0 	inf 	; 
	4610 	4621 	: 	277.752 	64.3184 	; 
	4611 	4610 	: 	182.018 	4.40349 	; 
	4611 	4614 	: 	0 	inf 	; 
	4611 	4620 	: 	419.267 	4.988 	; 
	4612 	4662 	: 	288.133 	16.2392 	; 
	4612 	4697 	: 	102.4 	32.1581 	; 
	4612 	6169 	: 	51 	24.1113 	; 
	4612 	7110 	: 	0 	69.8112 	; 
	4613 	4072 	: 	1223.75 	3.71132 	; 
	4613 	7331 	: 	118.831 	4.58976 	; 
	4613 	7519 	: 	0 	5.88288 	; 
	4614 	4608 	: 	1938.17 	18.9099 	; 
	4614 	4611 	: 	601.285 	3.76973 	; 
	4614 	4619 	: 	0 	inf 	; 
	4615 	3505 	: 	82.2 	3.63605 	; 
	4615 	4618 	: 	0 	inf 	; 
	4616 	4663 	: 	0 	inf 	; 
	4616 	5080 	: 	4 	16.8463 	; 
	4616 	5082 	: 	0 	62.1521 	; 
	4617 	1961 	: 	0 	16.738 	; 
	4617 	4071 	: 	3006.13 	7.77963 	; 
	4617 	8219 	: 	129.333 	8.58541 	; 
	4618 	4615 	: 	82.2 	4.90837 	; 
	4618 	6169 	: 	26.4667 	14.011 	; 
	4618 	7519 	: 	143.333 	10.4694 	; 
	4619 	4610 	: 	0 	inf 	; 
	4619 	4614 	: 	1645.11 	5.05063 	; 
	4619 	6294 	: 	0 	inf 	; 
	4620 	4610 	: 	716.933 	1.98612 	; 
	4620 	4611 	: 	0 	inf 	; 
	4620 	4622 	: 	419.267 	48.2759 	; 
	4621 	4610 	: 	0 	inf 	; 
	4621 	6294 	: 	277.752 	1.201 	; 
	4621 	8956 	: 	0 	8.29075 	; 
	4622 	4620 	: 	716.933 	48.6093 	; 
	4623 	7044 	: 	355.667 	156.748 	; 
	4624 	4625 	: 	2252.56 	31.7182 	; 
	4624 	10523 	: 	3621 	6.98731 	; 
	4625 	4624 	: 	3621 	32.2532 	; 
	4625 	6989 	: 	1345.08 	474.994 	; 
	4625 	7043 	: 	973.178 	287.472 	; 
	4625 	10524 	: 	2107.2 	27.569 	; 
	4626 	4648 	: 	3621 	5.70799 	; 
	4626 	10523 	: 	2252.56 	6.62168 	; 
	4627 	4631 	: 	0 	inf 	; 
	4627 	4642 	: 	1924.83 	1.14535 	; 
	4628 	3610 	: 	4022.15 	3.14304 	; 
	4628 	7096 	: 	2524.36 	11.8561 	; 
	4628 	9167 	: 	0 	inf 	; 
	4629 	4647 	: 	0 	24.028 	; 
	4629 	6955 	: 	1311.5 	106.423 	; 
	4629 	8885 	: 	1025.74 	12.5474 	; 
	4630 	4640 	: 	0 	7.50746 	; 
	4630 	7472 	: 	0 	37.5212 	; 
	4631 	4627 	: 	1924.83 	2.98365 	; 
	4631 	8541 	: 	0 	inf 	; 
	4632 	3610 	: 	0 	inf 	; 
	4632 	4543 	: 	2017.9 	6.95428 	; 
	4632 	7095 	: 	1497.79 	1.10248 	; 
	4632 	7786 	: 	2570.53 	9.77238 	; 
	4632 	8543 	: 	93.1818 	4.99781 	; 
	4633 	3312 	: 	0 	36.1227 	; 
	4633 	4634 	: 	0 	inf 	; 
	4633 	4638 	: 	0 	0.927293 	; 
	4633 	4644 	: 	1692.45 	16.4799 	; 
	4634 	4633 	: 	1692.45 	26.9014 	; 
	4634 	4639 	: 	0 	inf 	; 
	4634 	5716 	: 	0 	5.30543 	; 
	4634 	6957 	: 	203.4 	0.784896 	; 
	4635 	4543 	: 	0 	inf 	; 
	4635 	4636 	: 	1975.03 	3.02592 	; 
	4636 	4635 	: 	0 	inf 	; 
	4636 	4637 	: 	592.533 	7.96694 	; 
	4636 	4639 	: 	1382.5 	1.25739 	; 
	4637 	3312 	: 	592.533 	16.9233 	; 
	4637 	3827 	: 	953.448 	1.28995 	; 
	4637 	4636 	: 	0 	inf 	; 
	4638 	4534 	: 	0 	38.876 	; 
	4638 	4633 	: 	0 	0.927293 	; 
	4638 	4644 	: 	0 	inf 	; 
	4638 	4645 	: 	1017.38 	22.62 	; 
	4639 	3827 	: 	0 	inf 	; 
	4639 	4634 	: 	1428.5 	4.43813 	; 
	4639 	4636 	: 	0 	inf 	; 
	4639 	8541 	: 	907.448 	0.595766 	; 
	4640 	4630 	: 	0 	7.50746 	; 
	4641 	4647 	: 	0 	3.60961 	; 
	4641 	9009 	: 	0 	269.01 	; 
	4642 	3311 	: 	89.2 	10.0316 	; 
	4642 	4543 	: 	46.3333 	0.670127 	; 
	4642 	4627 	: 	0 	inf 	; 
	4642 	7095 	: 	2064.08 	7.45468 	; 
	4643 	4645 	: 	0 	inf 	; 
	4643 	5266 	: 	203.4 	19.9969 	; 
	4643 	6957 	: 	0 	inf 	; 
	4644 	4633 	: 	0 	inf 	; 
	4644 	4638 	: 	1017.38 	15.4614 	; 
	4644 	6956 	: 	1692.45 	23.7095 	; 
	4645 	4638 	: 	0 	inf 	; 
	4645 	4643 	: 	0 	1.76512 	; 
	4645 	6957 	: 	1017.38 	2.60637 	; 
	4646 	2662 	: 	1364.86 	24.9287 	; 
	4646 	2774 	: 	508.467 	11.5593 	; 
	4646 	7639 	: 	0 	inf 	; 
	4647 	4629 	: 	0 	24.028 	; 
	4647 	4641 	: 	0 	3.60961 	; 
	4648 	2775 	: 	3621 	3.80434 	; 
	4648 	4626 	: 	2252.56 	5.68899 	; 
	4648 	4650 	: 	0 	inf 	; 
	4649 	3611 	: 	550.725 	4.16799 	; 
	4649 	8736 	: 	3621 	9.77132 	; 
	4649 	10522 	: 	0 	inf 	; 
	4650 	2775 	: 	0 	inf 	; 
	4650 	3611 	: 	3621 	1.31464 	; 
	4650 	4648 	: 	2252.56 	7.40647 	; 
	4651 	1572 	: 	118.6 	30.1833 	; 
	4651 	1591 	: 	1375.33 	7.83628 	; 
	4651 	1592 	: 	1824.65 	6.58323 	; 
	4651 	7861 	: 	353.8 	13.4225 	; 
	4652 	1572 	: 	418.8 	18.144 	; 
	4652 	4668 	: 	1307.64 	48.5005 	; 
	4652 	5179 	: 	922.925 	48.3866 	; 
	4652 	9049 	: 	201.333 	48.4122 	; 
	4653 	4654 	: 	985.133 	21.2955 	; 
	4653 	8225 	: 	114.133 	19.857 	; 
	4653 	8445 	: 	0 	27.4477 	; 
	4654 	3355 	: 	0 	10.1262 	; 
	4654 	4653 	: 	114.133 	21.2932 	; 
	4654 	4772 	: 	985.133 	6.9139 	; 
	4655 	2712 	: 	397.3 	11.0289 	; 
	4655 	8444 	: 	0 	inf 	; 
	4655 	10480 	: 	0 	inf 	; 
	4656 	214 	: 	0 	inf 	; 
	4656 	1434 	: 	3975.97 	5.70938 	; 
	4656 	2890 	: 	0 	inf 	; 
	4657 	3354 	: 	0 	inf 	; 
	4657 	4658 	: 	3707.1 	2.23012 	; 
	4658 	479 	: 	3309.8 	54.1539 	; 
	4658 	3353 	: 	397.3 	14.3693 	; 
	4658 	4657 	: 	0 	inf 	; 
	4659 	4664 	: 	1938.36 	3.69215 	; 
	4659 	5136 	: 	0 	inf 	; 
	4660 	1949 	: 	2738 	18.1962 	; 
	4660 	4663 	: 	1077.05 	21.1605 	; 
	4660 	6144 	: 	607.497 	37.8797 	; 
	4660 	7108 	: 	449.54 	52.2879 	; 
	4661 	374 	: 	5087.17 	6.17774 	; 
	4661 	5122 	: 	0 	inf 	; 
	4661 	7711 	: 	0 	inf 	; 
	4662 	4612 	: 	92.4 	16.112 	; 
	4662 	5079 	: 	0 	inf 	; 
	4662 	5626 	: 	62.4 	1.56285 	; 
	4662 	7711 	: 	1238.38 	16.7594 	; 
	4663 	4616 	: 	4 	1.56322 	; 
	4663 	4660 	: 	875.904 	13.9107 	; 
	4663 	5078 	: 	0 	inf 	; 
	4663 	5628 	: 	1089.05 	2.95572 	; 
	4664 	4659 	: 	0 	inf 	; 
	4664 	7628 	: 	1938.36 	14.2595 	; 
	4665 	4666 	: 	4629.71 	0.703336 	; 
	4665 	6175 	: 	6558.52 	32.9649 	; 
	4665 	7411 	: 	3208.45 	54.2317 	; 
	4665 	7412 	: 	0 	64.589 	; 
	4666 	4665 	: 	7489.85 	0.911068 	; 
	4666 	5183 	: 	4629.71 	8.81994 	; 
	4667 	1592 	: 	863.733 	41.4995 	; 
	4667 	4669 	: 	6499.39 	11.144 	; 
	4667 	6283 	: 	3745.62 	30.8052 	; 
	4667 	7275 	: 	2388.65 	24.8702 	; 
	4668 	3995 	: 	4701.02 	7.2104 	; 
	4668 	4652 	: 	530.333 	48.4198 	; 
	4668 	4673 	: 	4027.16 	28.0881 	; 
	4668 	6175 	: 	6618.67 	44.4719 	; 
	4669 	3995 	: 	6539.66 	24.4527 	; 
	4669 	4667 	: 	4795.02 	9.80154 	; 
	4670 	6150 	: 	3832.7 	10.312 	; 
	4670 	6283 	: 	5551.46 	6.77046 	; 
	4670 	7210 	: 	3755.65 	9.31828 	; 
	4670 	7773 	: 	2251.47 	9.33816 	; 
	4671 	3809 	: 	3832.7 	3.49286 	; 
	4671 	6150 	: 	3971.52 	2.89724 	; 
	4672 	92 	: 	126.6 	4.67087 	; 
	4672 	93 	: 	3736.63 	5.33364 	; 
	4672 	5305 	: 	3919.2 	0.915022 	; 
	4673 	4481 	: 	197.933 	28.5915 	; 
	4673 	4668 	: 	1470.8 	24.404 	; 
	4673 	6498 	: 	3883.23 	63.3339 	; 
	4673 	7275 	: 	40 	64.5712 	; 
	4674 	6339 	: 	2485.13 	11.7939 	; 
	4674 	6340 	: 	1229.2 	18.0138 	; 
	4674 	7464 	: 	807.425 	51.3115 	; 
	4674 	9128 	: 	839.597 	26.0491 	; 
	4675 	2694 	: 	1391.09 	9.08006 	; 
	4675 	2830 	: 	230.4 	32.453 	; 
	4675 	6340 	: 	3567.3 	18.2493 	; 
	4675 	9129 	: 	0 	32.2067 	; 
	4676 	1610 	: 	1267.4 	3.10541 	; 
	4676 	1611 	: 	991.678 	5.01277 	; 
	4676 	7702 	: 	0 	inf 	; 
	4677 	4678 	: 	112.6 	13.6518 	; 
	4677 	4681 	: 	617.2 	41.6414 	; 
	4678 	4677 	: 	617.2 	13.7949 	; 
	4678 	4679 	: 	112.6 	7.32018 	; 
	4679 	2700 	: 	112.6 	3.08221 	; 
	4679 	4678 	: 	617.2 	7.32498 	; 
	4680 	3772 	: 	420.8 	17.1594 	; 
	4680 	3806 	: 	302.465 	1.30327 	; 
	4680 	4014 	: 	60.6 	1.25394 	; 
	4680 	7879 	: 	1790.94 	18.2566 	; 
	4681 	3365 	: 	178.867 	42.9955 	; 
	4681 	3367 	: 	253.675 	32.301 	; 
	4681 	4677 	: 	112.6 	41.2093 	; 
	4681 	6795 	: 	771.725 	32.2201 	; 
	4682 	7273 	: 	1698.76 	16.5387 	; 
	4682 	7464 	: 	781.6 	50.9705 	; 
	4682 	7469 	: 	1989.47 	66.7773 	; 
	4683 	3219 	: 	950.4 	53.945 	; 
	4683 	4016 	: 	91.2 	40.5959 	; 
	4683 	4019 	: 	1070.07 	4.97858 	; 
	4684 	3298 	: 	406.712 	48.4337 	; 
	4684 	3942 	: 	3405.24 	80.6179 	; 
	4684 	6015 	: 	1802.43 	124.235 	; 
	4684 	8974 	: 	2111.74 	56.5816 	; 
	4685 	3151 	: 	180.955 	35.017 	; 
	4685 	3996 	: 	971.999 	2.77198 	; 
	4685 	3997 	: 	901.794 	3.04094 	; 
	4685 	6008 	: 	1760.14 	30.9106 	; 
	4686 	3996 	: 	391.8 	20.2067 	; 
	4686 	6463 	: 	912.599 	28.2971 	; 
	4686 	7425 	: 	0 	68.5534 	; 
	4686 	7426 	: 	0 	54.5463 	; 
	4687 	1668 	: 	211.684 	16.9855 	; 
	4687 	3288 	: 	538.06 	36.4116 	; 
	4687 	4004 	: 	1507.28 	31.3428 	; 
	4687 	9041 	: 	647.333 	28.7836 	; 
	4688 	2697 	: 	0 	16.1608 	; 
	4688 	4689 	: 	0 	6.48691 	; 
	4689 	4688 	: 	0 	6.48691 	; 
	4689 	9129 	: 	0 	9.06416 	; 
	4690 	373 	: 	450.835 	48.7139 	; 
	4690 	4380 	: 	2010.06 	19.5235 	; 
	4690 	6053 	: 	60.9333 	15.0826 	; 
	4690 	6087 	: 	885.444 	35.752 	; 
	4691 	1166 	: 	672.733 	80.0255 	; 
	4691 	6087 	: 	1286.47 	73.1073 	; 
	4691 	6995 	: 	723.4 	47.8378 	; 
	4691 	8797 	: 	546.467 	290.434 	; 
	4692 	4049 	: 	86.6 	23.3409 	; 
	4692 	4380 	: 	897.267 	1.96648 	; 
	4692 	4381 	: 	1023.47 	4.58773 	; 
	4692 	7384 	: 	397.533 	26.2398 	; 
	4692 	8796 	: 	3821.84 	71.0404 	; 
	4693 	5081 	: 	923.398 	57.2468 	; 
	4693 	5625 	: 	156.116 	0.779937 	; 
	4693 	7110 	: 	54.32 	13.1008 	; 
	4694 	591 	: 	605.267 	43.3301 	; 
	4694 	4697 	: 	317.712 	9.04358 	; 
	4694 	6136 	: 	1134.6 	14.4004 	; 
	4695 	590 	: 	46 	26.3528 	; 
	4695 	4607 	: 	1907.04 	32.8659 	; 
	4695 	8949 	: 	2850.82 	12.7396 	; 
	4696 	6996 	: 	887.167 	181.517 	; 
	4697 	590 	: 	463.658 	36.4304 	; 
	4697 	4612 	: 	336.133 	32.6291 	; 
	4697 	4694 	: 	20 	9.04357 	; 
	4697 	6136 	: 	136.4 	7.64089 	; 
	4698 	3081 	: 	0 	8.02765 	; 
	4699 	3081 	: 	2884.23 	3149.47 	; 
	4700 	5933 	: 	0 	11.5951 	; 
	4700 	6128 	: 	0 	63.7199 	; 
	4700 	6131 	: 	217.333 	71.8532 	; 
	4700 	6899 	: 	53.6 	59.7697 	; 
	4701 	1737 	: 	0 	inf 	; 
	4701 	4458 	: 	9716.61 	43.2193 	; 
	4701 	10231 	: 	0 	inf 	; 
	4702 	3285 	: 	163 	7.23653 	; 
	4702 	8647 	: 	414.8 	2.86911 	; 
	4703 	5848 	: 	967.8 	63.3276 	; 
	4703 	6727 	: 	980.667 	4.0956 	; 
	4703 	6728 	: 	15.6 	81.9861 	; 
	4703 	6736 	: 	144.6 	93.1964 	; 
	4704 	6735 	: 	65.2 	31.2533 	; 
	4704 	9406 	: 	0 	14.1375 	; 
	4704 	9678 	: 	14.9333 	4.73416 	; 
	4705 	5427 	: 	0 	inf 	; 
	4705 	7514 	: 	0 	21.2452 	; 
	4705 	10085 	: 	1932.13 	13.9128 	; 
	4706 	7642 	: 	0 	inf 	; 
	4706 	7725 	: 	254.318 	41.5077 	; 
	4706 	10083 	: 	88 	12.5206 	; 
	4707 	4713 	: 	0 	inf 	; 
	4707 	9849 	: 	777.8 	8.14855 	; 
	4708 	7821 	: 	0 	inf 	; 
	4708 	10082 	: 	404.2 	7.32553 	; 
	4709 	4710 	: 	1037.02 	6.07372 	; 
	4709 	7642 	: 	0 	inf 	; 
	4710 	4709 	: 	0 	inf 	; 
	4710 	10088 	: 	1037.02 	14.6156 	; 
	4711 	4714 	: 	0 	0.980565 	; 
	4712 	635 	: 	446.733 	11.912 	; 
	4712 	4112 	: 	0 	inf 	; 
	4713 	4707 	: 	777.8 	2.91099 	; 
	4713 	4715 	: 	0 	inf 	; 
	4713 	5434 	: 	0 	inf 	; 
	4714 	4711 	: 	0 	0.980565 	; 
	4714 	6707 	: 	0 	4.75839 	; 
	4715 	4713 	: 	0 	11.7097 	; 
	4715 	6706 	: 	0 	21.5417 	; 
	4715 	6707 	: 	0 	12.5702 	; 
	4716 	4717 	: 	0 	inf 	; 
	4716 	10187 	: 	1228.7 	13.4986 	; 
	4717 	4130 	: 	0 	inf 	; 
	4717 	4716 	: 	1228.7 	5.98888 	; 
	4718 	5428 	: 	0 	inf 	; 
	4718 	7820 	: 	0 	inf 	; 
	4718 	8935 	: 	1667.27 	4.70025 	; 
	4719 	8904 	: 	2425.53 	12.6611 	; 
	4719 	10160 	: 	0 	inf 	; 
	4720 	7725 	: 	1182 	12.6476 	; 
	4720 	7726 	: 	0 	inf 	; 
	4720 	9849 	: 	0 	inf 	; 
	4721 	10046 	: 	2782.13 	5.61723 	; 
	4721 	10048 	: 	0 	inf 	; 
	4722 	8827 	: 	1131.8 	6.70907 	; 
	4722 	10044 	: 	0 	inf 	; 
	4723 	1536 	: 	97.8 	0.964254 	; 
	4723 	3175 	: 	847 	7.07191 	; 
	4723 	4729 	: 	428 	28.0818 	; 
	4723 	8208 	: 	0 	inf 	; 
	4724 	4732 	: 	254.8 	36.4416 	; 
	4724 	6761 	: 	80.6667 	1.18469 	; 
